Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
a{1000}Aa{1000}$;1;2002;2002;2;1000;2000;1001;1,002001;4;12;87;Text generated.
a{1000}Aa{1000}BDC{86}DE{1000}$;1;3091;3091;4;1000;3086;1001;1,003089;7;24;870;Text generated.
a{1000}Aa{1000}BDC{86}DD{1000}$;1;3091;3091;4;1000;3086;1001;1,003089;7;24;3570;Text generated.
a{1000}(Aa{1000}){1000}BDC{86}DE{1000}$;ERROR WHILE CONVERTING TO DCA.
