Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
a{1000}Aa{1000}$;1;2002;2002;2;1000;2000;1001;1,002001;4;12;88;Text generated.
a{1000}Aa{1000}BDC{86}DE{1000}$;1;3091;3091;4;1000;3086;1001;1,003089;7;24;874;Text generated.
a{1000}Aa{1000}BDC{86}DD{1000}$;1;3091;3091;4;1000;3086;1001;1,003089;7;24;3120;Text generated.
a{1000}A{1000000}BDC{86}DE{1000}$;1;0;3373;4;1000000;1002086;1000;0,502872;6;19;5161;TIMEOUT.
Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
