Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
.{1000}<OBJECT\s{1000}[^>]{1000}t;1;0;3550;3;1000;3000;1001;3,053044;19;96;202;TIMEOUT.
Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
.{1000}<OBJECT\s{1000}[^>]{1000}t;1;0;3111;3;1000;3000;1001;2,613605;19;96;1924;TIMEOUT.
