Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
.*<\w+\x3afill\s[^>]*method\s*=\s*(\x27[^\x27]{32}|\x22[^\x22]{32}|[^\s>]{32});2;55;215;3;32;96;2;0,000286;400;7085;1651;Text generated.
.*A.*(JSNRBHG|JSNRHM|TOM).*([^K-U]QUM|IKSSUPRM)F[^CD][^CE]{7,128}C.*;2;16;21;1;128;128;0;0;96;827;1990;Text generated.
Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
.*<OBJECT\s{1000}[^>]{1000}type\s{1000}=[\x22\x27]\x2f{32};17;17941;19770;4;1000;3032;2;0,034426;56;320;72;TIMEOUT.
