Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
[a]*a{20};1;21;21;1;20;20;20;0,00021;4;10;0;Text generated.
[a]*a{20}[b]*b{22};1;43;43;2;22;42;22;0,000463;6;19;0;Text generated.
