Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
[0-9a-f]{40};1;41;41;1;40;40;40;0,00082;4;10;37;Text generated.
^[A-Z0-9]{32}$;1;33;33;1;32;32;1;3,3E-05;1;1;1205;Text generated.
[a-f0-9\-]{20,50};1;21;21;1;50;50;20;0,00021;4;10;1388;Text generated.
\S{990};1;991;991;1;990;990;990;0,490545;4;10;1569;Text generated.
