Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
([0-9a-zA-Z]{1000})\s{1000}(\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})\s{1000}(\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})\s{1000}(\w+)\s{1000}([a-zA-Z0-9\.\:\-]{1000});1;7031;8039;14;1000;6024;1001;1,508597;92;659;99865;TIMEOUT.
.{1000}A.{1000}(JSNRCHG|JSNRHM|TOM).{1000}([^K-U]QUM|IKSSUPRM)F[^DE][^A-D]{7,128}D.{1000};ERROR WHILE CONVERTING TO DCA.
.{1000}A.{1000}(JSNRCHG|JSNRHM|TOM).{1000}([^K-U]QUM|IKSSUPRM)F[^DE][^A-D]{7,128}D.{1000};ERROR WHILE CONVERTING TO DCA.
.{1000}A.{1000}(JSNRCHG|JSNRHM|TOM).{1000}([^K-U]QUM|IKSSUPRM)F[^DE][^A-D]{7,128}D.{1000};ERROR WHILE CONVERTING TO DCA.
.{1000}A.{1000}(JSNRCHG|JSNRHM|TOM).{1000}([^K-U]QUM|IKSSUPRM)F[^DE][^A-D]{7,128}D.{1000};ERROR WHILE CONVERTING TO DCA.
.{1000}A.{1000}(JSNRCHG|JSNRHM|TOM).{1000}([^K-U]QUM|IKSSUPRM)F[^DE][^A-D]{7,128}D.{1000};TIMEOUT.
;ERROR WHILE CONVERTING TO DCA.
;ERROR WHILE CONVERTING TO DCA.
;ERROR WHILE CONVERTING TO DCA.
;ERROR WHILE CONVERTING TO DCA.
;ERROR WHILE CONVERTING TO DCA.
;ERROR WHILE CONVERTING TO DCA.
;ERROR WHILE CONVERTING TO DCA.
