Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
.{2,5}b.{2,5}c;6;18;18;2;5;10;6;8,3E-05;5;11;55;Text generated.
a{2,5}cd{2,10}d;1;10;10;2;10;15;5;1,9E-05;6;18;3;Text generated.
a{2,5}cd{2,10};1;9;9;2;10;15;5;1,8E-05;6;19;2;Text generated.
