Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
.{2,10}ab.{2,10}c;1;0;100;2;10;20;13;0,001039;9;31;0;TIMEOUT GEN TEXT.
Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
.{2,4}ab.{2,4}r;1;21;22;2;4;8;6;9,4E-05;9;31;41;Text generated.
