Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
.{10}b.{10}c;1;23;23;2;10;20;11;0,000186;5;13;71;Text generated.
Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
.{2,10}ab.{2,10}c;1;0;100;2;10;20;13;0,001039;9;31;0;TIMEOUT GEN TEXT.
