Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
.{2,10}b.{2,10}c;20;53;53;2;10;20;11;0,000453;5;11;114;Text generated.
Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
.{2,10}b.{2,10}c;20;53;53;2;10;20;11;0,000453;5;11;27;Text generated.
