Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
a{2,5}.d{2,10}r;1;18;18;2;10;15;6;2,9E-05;8;29;49;Text generated.
Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
.{2,10}ab.{2,10}c;1;61;100;2;10;20;13;0,001039;9;31;68;Text generated.
