Regex;Lines;Visited;Cache Size(Found);Max CS;Status
VeryLongRegExp!{1,1000}$;1;1015;1015;1;Text generated.
a265627a7a72305820([0-9a-f]{64})6c6578706572696d656e74616cf50037$;;;;;TIMEOUT while finding cycles.
a165627a7a72305820[a-fA-F0-9]{64}0029$;;;;;Error while finding cycles: Index je mimo hranice pole.
a165627a7a72305820[a-fA-F0-9]{64}0029$;520;16660;20687;3;TIMEOUT.
