Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
^.* [aA][uU][tT][hH][eE][nN][tT][iI][cC][aA][tT][eE] [^\x0a]{100};2;115;315;1;100;100;1;0,000301;56;292;127;Text generated.
\x3C[^\x3E\x0a]{500};2;502;1002;1;500;500;500;0,2505;2;4;274;Text generated.
^Accept\x2dLanguage\x3a[\s]*([0-9a-zA-Z_]{1,36}[\s]*(\x2e|\x2d|\x3b|\x3d|\x2c)[\s]*)*[^\x2d\x3b\x2c\x3d\n]{37};2;54;128;2;37;73;38;0,002146;30;93;563;Text generated.
^GET [^\r\n]*\x3F([^\r\n]*\x26)*[^\x3D\r\n]{1000,};1;1001;1994;1;1000;1000;1;0,001986;19;70;635;Text generated.
