Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
^.* [fF][iI][nN][dD] [^\x20]{1024};2;1031;1035;1;1024;1024;1;0,001029;24;90;85;Text generated.
^.* [rR][eE][nN][aA][mM][eE] [^\x20]{1024};2;1033;1039;1;1024;1024;1;0,001031;32;124;643;Text generated.
^.* BODY\.PEEK\[[^\]]{1024};2;1036;2060;1;1024;1024;1;0,002049;44;230;1014;Text generated.
^.* BODY\[[^\]]{1024};2;1031;2055;1;1024;1024;1;0,002049;24;120;2092;Text generated.
^.* CREATE [^\x20]{1024};2;1033;1039;1;1024;1024;1;0,001031;32;124;3157;Text generated.
^\n*[\x20\x20\x20][cC][rR][eE][aA][tT][eE][\x20\x20\x20][^\n]{1024};1;1033;1033;1;1024;1024;1;0,001025;11;15;3556;Text generated.
^\n*[\x20\x20\x20][pP][aA][rR][tT][iI][aA][lL].*[bB][oO][dD][yY]\.[pP][eE][eE][kK]\[[^\]]{1024};2;1043;2067;1;1024;1024;1;0,002049;48;217;4057;Text generated.
^\n*[\x20\x20\x20][pP][aA][rR][tT][iI][aA][lL].*[bB][oO][dD][yY]\[[^\]]{1024};2;1038;2062;1;1024;1024;1;0,002049;28;107;5625;Text generated.
