Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
(.|[\r\n]){1,2000};1;2;2;1;2000;2000;1;1E-06;3;4;47;Text generated.
([*]a[_] ){49999}[*]a_;1;0;3282;1;49999;49999;821;1,348082;8;23;120;TIMEOUT.
([0-9]{1,9999})\:([0-9]{1,9999});1;0;1752;2;9999;19998;1751;1,533877;8;29;30123;TIMEOUT.
