Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
([0-9a-zA-Z]{1000})\s{1000}(\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})\s{1000}(\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})\s{1000}(\w+)\s{1000}([a-zA-Z0-9\.\:\-]{1000});0;0;0;14;1000;6024;0;0;92;659;0;TIMEOUT SPREAD WEIGHT.
([A-Za-z]{0,1000}[\.\,\s]{0,1000}[A-Za-z]{1,1000}[\.\s]{1,1000}[0-9]{1,2}[\,\s]{0,1000}[0-9]{4})| ([0-9]{0,4}[-,\s]{0,1000}[A-Za-z]{3,9}[-,\s]{0,1000}[0-9]{1,2}[-,\s]{0,1000}[A-Za-z]{0,8})| ([0-9]{1,4}[\/\.\-][0-9]{1,4}[\/\.\-][0-9]{1,4});TIMEOUT DCA.
.{1000}\x20.{33}.{1000}\x20.{1000}.{0}.{1000}\x20;0;0;0;17;1000;4033;0;0;170;2730;0;TIMEOUT SPREAD WEIGHT.
.{1000}DOHILMPKGKV[^F]{1000}(JKISVRTMQPGKVA{1000}EA{1000}B[CH-K]{48,1000}|UHNMJHTMQPGKVA{1000}EA{1000}B[CH-K]{48,1000})[^F]{1000}F.{1000};TIMEOUT DCA.
trigger {1000}.{1000} {1000}/ {1000}\D{0,3}(\d{9}|\d{6}\.\d{3});0;0;0;8;1000;4021;0;0;110;1112;0;TIMEOUT SPREAD WEIGHT.
.{1000}<\w+\x3afill\s[^>]{1000}method\s{1000}=\s{1000}(\x27[^\x27]{32}|\x22[^\x22]{32}|[^\s>]{32});TIMEOUT DCA.
.{1000}A.{1000}(JSNRCHG|JSNRHM|TOM).{1000}([^K-U]QUM|IKSSUPRM)F[^DE][^A-D]{7,128}D.{1000};TIMEOUT DCA.
