Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
.{2,251}.{2,4}%x %x;112;1001;1237;2;251;255;255;0,152577;25;107;5532;Text generated.
Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
.{15}\x20\x20\x20\x20.{4}\x20\x20\x20\x20.{0,251}%x %x;1;15799;72904;3;251;270;45;2,801152;573;4728;3;TIMEOUT GEN TEXT.
