Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
^.{0,114}\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90\x90;ERROR WHILE CONVERTING TO DCA.
^.{0,23}Wtzup Use;24;204;204;1;23;23;1;0,000195;35;117;81;Text generated.
^.{0,24}ISSPNGRQ;25;197;197;1;24;24;1;0,000189;31;103;3055;Text generated.
^.{0,24}\x49\x53\x53\x50\x4e\x47\x52\x51;25;197;197;1;24;24;1;0,000189;31;103;4328;Text generated.
