Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
\x20[^\x21\x22]{500};1;61;120;1;500;500;60;0,0036;2;4;111;Text generated.
Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
.*[pP][aA][sS][sS][^\x20]{50};1;60005;44278;1;50;50;6;0,169265;16;76;158982;Text generated.
