Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
\x20[^\x21\x22]{500};8;2906;6393;1;500;500;500;1,835905;2;4;2;TIMEOUT GEN TEXT.
Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
\x20[^\x21\x22]{500};1;14056;22816;1;500;500;500;6,745519;2;4;1;TIMEOUT GEN TEXT.
