Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
^(\S+\s+){7}\S+;ERROR WHILE CONVERTING TO DCA.
^(?:\s+\d+){2}\s+([\w\d\-]+) (.*)$;ERROR WHILE CONVERTING TO DCA.
((?:0x.., ){8});ERROR WHILE CONVERTING TO DCA.
\s*inspec-test-fixture\s+\((\d+\.\d+\.\d+(,\s)?){2,}\);ERROR WHILE CONVERTING TO DCA.
(\R){2,};ERROR WHILE CONVERTING TO DCA.
([^\]])(\[br\ \/\]){2}([^\[]);ERROR WHILE CONVERTING TO DCA.
Deployment 'simple1'\s*\n\nInstance\s+Process\s+State\s+AZ\s+IPs\s*\n(foobar1\/\w+-\w+-\w+-\w+-\w+\s+running\s+-\s+\d+.\d+.\d+.\d+\s*\n){2}\n2 instances;ERROR WHILE CONVERTING TO DCA.
(iPad|iPhone|iPod).*OS ((\d+_?){2,3});ERROR WHILE CONVERTING TO DCA.
^(\d+\.){2}(\d+)$;ERROR WHILE CONVERTING TO DCA.
^([A-Za-z0-9-]+\.){1,2}cloudpassage\.com$;ERROR WHILE CONVERTING TO DCA.
bbox((\s+\d+){4});ERROR WHILE CONVERTING TO DCA.
(<\/p><p>){2,};ERROR WHILE CONVERTING TO DCA.
(?:\n|\r\n){2,};ERROR WHILE CONVERTING TO DCA.
^(.+\n){3,}\n;ERROR WHILE CONVERTING TO DCA.
^\s*\w+\s+0(\s+-*\d*\.*\d*){3};ERROR WHILE CONVERTING TO DCA.
^(([0-9]|[1-9][0-9]+)\.){2}([0-9]|[1-9][0-9]+)((-|\+)[0-9a-zA-Z\.]+){0,2}$;ERROR WHILE CONVERTING TO DCA.
\Anew-york-([a-z0-9]+\-){4}[a-z0-9]+\z;ERROR WHILE CONVERTING TO DCA.
\A(\d+-){2}\d+T(\d+:){2}\d+\+\d+:\d+\s+;ERROR WHILE CONVERTING TO DCA.
(\.\.\/){3}style\/usage;ERROR WHILE CONVERTING TO DCA.
(abc\..\b ?){2};ERROR WHILE CONVERTING TO DCA.
^(library://)?([a-z0-9]+(?:[._-][a-z0-9]+)*/){0,2}([a-z0-9]+(?:[._-][a-z0-9]+)*)(:[a-z0-9]+(?:[._-][a-z0-9]+)*)?$;ERROR WHILE CONVERTING TO DCA.
(\r\n|\n\r|\n|\r){2,};ERROR WHILE CONVERTING TO DCA.
^( rgba\( (?: \d+ , ){3} \d+ \) )$;ERROR WHILE CONVERTING TO DCA.
(?:(?:25[0-5]|2[0-4]\d|[01]?\d\d?)\.){3}(?:25[0-5]|2[0-4]\d|[01]?\d\d?);ERROR WHILE CONVERTING TO DCA.
^\s*([A-Z][a-z]?|\d{1,3})([,\s]+[eE\d.+-]+){3};ERROR WHILE CONVERTING TO DCA.
((25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?)\.){3}((25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?)(\.)?){1};ERROR WHILE CONVERTING TO DCA.
^((25[0-5]|(2[0-4]|1{0,1}[0-9]){0,1}[0-9])\.){3,3}(25[0-5]|(2[0-4]|1{0,1}[0-9]){0,1}[0-9])$;ERROR WHILE CONVERTING TO DCA.
(\${1,2})([^\$]+)\1$;ERROR WHILE CONVERTING TO DCA.
(?:\[.{2}\]){0,3}([^\[]*);ERROR WHILE CONVERTING TO DCA.
(0[0-9]|1[0-9]|2[0-3])(:[0-5][0-9]){2};ERROR WHILE CONVERTING TO DCA.
(?:\S\S ){4}(\S);ERROR WHILE CONVERTING TO DCA.
^(?:\d+\.){3}\d+$;ERROR WHILE CONVERTING TO DCA.
(?:.d){2};ERROR WHILE CONVERTING TO DCA.
^<ul>(<li>[ \w.]+<\/li>){3}<\/ul>$;ERROR WHILE CONVERTING TO DCA.
(?:\d{1-3}\.){4};ERROR WHILE CONVERTING TO DCA.
<meta( charset=\"TEST\"| wdom_id=\"\d+\"){2}>;ERROR WHILE CONVERTING TO DCA.
^localhost$|^127(?:\.[0-9]+){0,2}\.[0-9]+$|^(?:0*\:)*?:?0*1$;ERROR WHILE CONVERTING TO DCA.
\b((25[0-5]|2[0-4][\d]|[01]?[\d][\d]?)(\.|$)){4}\b;ERROR WHILE CONVERTING TO DCA.
^[0-9]+ +[A-Z][a-z]?( +[-+]?([0-9]*\.)?[0-9]+){2}$;ERROR WHILE CONVERTING TO DCA.
((25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)(\.(25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)){3});ERROR WHILE CONVERTING TO DCA.
^do\s+droplets?\s+restore(?:\s+\d+){2}$;ERROR WHILE CONVERTING TO DCA.
