Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
b{100}(\/b{100});1;202;202;2;100;200;101;0,010201;4;12;54;Text generated.
Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
b{100}(\/b{100});1;202;202;2;100;200;101;0,010201;4;12;89;Text generated.
Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
b{100}(\/b{100}\.);1;203;203;2;100;200;101;0,010201;5;16;80;Text generated.
