Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
.*\x20.{33}.*\x20.*.{0}.*\x20;159;601;882;1;33;33;33;0,018991;9;23;923;Text generated.
^[^\n]*[t-\x80].*\nAccept-Language\x3A\s*[\S]{32};3;85;85;1;32;32;2;8E-05;74;346;16;Text generated.
^(/[\w.]*[a-z0-9A-Z][\w.]*/[\w.]*[a-z0-9A-Z][\w.]*|[a-f0-9A-F]{8}-[a-f0-9A-F]{4}-[a-f0-9A-F]{4}-[a-f0-9A-F]{4}-[a-f0-9A-F]{12})$;2;41;41;5;12;32;1;3,6E-05;10;18;8;Text generated.
