Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
.*\x20.{33}.*\x20.*.{0}.*\x20;159;601;882;1;33;33;33;0,018991;9;23;997;Text generated.
^[^\n]*[t-\x80].*\nAccept-Language\x3A\s*[\S]{32};3;85;85;1;32;32;2;8E-05;74;346;38;Text generated.
^(/[\w.]*[a-z0-9A-Z][\w.]*/[\w.]*[a-z0-9A-Z][\w.]*|[a-f0-9A-F]{8}-[a-f0-9A-F]{4}-[a-f0-9A-F]{4}-[a-f0-9A-F]{4}-[a-f0-9A-F]{12})$;2;41;41;5;12;32;1;3,6E-05;10;18;18;Text generated.
Regex;Lines;Visited;Cache Size(Found);Counters;Max Counter;Sum Counters;Max CS;Avrg CS;DCA-states;DCA-trans;Deter-TIME [milisec];Status
.{1000}\/((.{1000})\.(\d{1000})\.(\d\d)\.[a-fA-F0-9]{32}\.[A-Z]{6}(\.\w{1000}));1;601;601;6;1000;4038;600;0,1803;73;745;1765;Text generated.
